"Участок","Комплекс_начало","Комплекс_конец","Пара","День недели","Час","Среднее время проезда (в секундах)","Средняя скорость на въезде","Средняя скорость на участке","Средняя скорость на выезде","geom","complex_point_start","complex_point_end"
AZ350037 - AZ350025,AZ350037,AZ350025,1,Среда,10,322,"82,75940478","86,44577238","82,7606399","LINESTRING (40.32783416931156 58.631253595012836, 40.32879976455692 58.62906586964605, 40.330516378326436 58.625120902217674, 40.33254412834166 58.62057664101304, 40.334582607192985 58.61603178664221, 40.33630994979853 58.61216371553341, 40.338804599840515 58.60658652001726, 40.34166919906836 58.60012468096114, 40.34407245834572 58.594737032594715, 40.3461216660331 58.590127187904955, 40.34849273880222 58.584760403944934, 40.35046684463718 58.58008200082576, 40.35304176529143 58.5739851277472, 40.35435068329071 58.57048791078226, 40.356281873781434 58.56517416020292)",POINT (40.356222669524676 58.565119148341296),POINT (40.32792 58.631248)
AZ350025 - AZ350037,AZ350025,AZ350037,1,Вторник,14,319,"81,63634245","86,39552594","83,22034054","LINESTRING (40.32783416931156 58.631253595012836, 40.32879976455692 58.62906586964605, 40.330516378326436 58.625120902217674, 40.33254412834166 58.62057664101304, 40.334582607192985 58.61603178664221, 40.33630994979853 58.61216371553341, 40.338804599840515 58.60658652001726, 40.34166919906836 58.60012468096114, 40.34407245834572 58.594737032594715, 40.3461216660331 58.590127187904955, 40.34849273880222 58.584760403944934, 40.35046684463718 58.58008200082576, 40.35304176529143 58.5739851277472, 40.35435068329071 58.57048791078226, 40.356281873781434 58.56517416020292)",POINT (40.32792 58.631248),POINT (40.356222669524676 58.565119148341296)
AZ350037 - AZ350025,AZ350037,AZ350025,1,Понедельник,14,327,"83,53684802","86,3742071","81,18158383","LINESTRING (40.32783416931156 58.631253595012836, 40.32879976455692 58.62906586964605, 40.330516378326436 58.625120902217674, 40.33254412834166 58.62057664101304, 40.334582607192985 58.61603178664221, 40.33630994979853 58.61216371553341, 40.338804599840515 58.60658652001726, 40.34166919906836 58.60012468096114, 40.34407245834572 58.594737032594715, 40.3461216660331 58.590127187904955, 40.34849273880222 58.584760403944934, 40.35046684463718 58.58008200082576, 40.35304176529143 58.5739851277472, 40.35435068329071 58.57048791078226, 40.356281873781434 58.56517416020292)",POINT (40.356222669524676 58.565119148341296),POINT (40.32792 58.631248)
AZ350025 - AZ350037,AZ350025,AZ350037,1,Четверг,19,337,"79,36867843","82,20640942","80,28928546","LINESTRING (40.32783416931156 58.631253595012836, 40.32879976455692 58.62906586964605, 40.330516378326436 58.625120902217674, 40.33254412834166 58.62057664101304, 40.334582607192985 58.61603178664221, 40.33630994979853 58.61216371553341, 40.338804599840515 58.60658652001726, 40.34166919906836 58.60012468096114, 40.34407245834572 58.594737032594715, 40.3461216660331 58.590127187904955, 40.34849273880222 58.584760403944934, 40.35046684463718 58.58008200082576, 40.35304176529143 58.5739851277472, 40.35435068329071 58.57048791078226, 40.356281873781434 58.56517416020292)",POINT (40.32792 58.631248),POINT (40.356222669524676 58.565119148341296)
AZ350025 - AZ350037,AZ350025,AZ350037,1,Вторник,6,320,"80,27247311","86,36840205","84,09211474","LINESTRING (40.32783416931156 58.631253595012836, 40.32879976455692 58.62906586964605, 40.330516378326436 58.625120902217674, 40.33254412834166 58.62057664101304, 40.334582607192985 58.61603178664221, 40.33630994979853 58.61216371553341, 40.338804599840515 58.60658652001726, 40.34166919906836 58.60012468096114, 40.34407245834572 58.594737032594715, 40.3461216660331 58.590127187904955, 40.34849273880222 58.584760403944934, 40.35046684463718 58.58008200082576, 40.35304176529143 58.5739851277472, 40.35435068329071 58.57048791078226, 40.356281873781434 58.56517416020292)",POINT (40.32792 58.631248),POINT (40.356222669524676 58.565119148341296)
AZ350037 - AZ350025,AZ350037,AZ350025,1,Среда,16,321,"81,93134479","86,29619282","81,70542505","LINESTRING (40.32783416931156 58.631253595012836, 40.32879976455692 58.62906586964605, 40.330516378326436 58.625120902217674, 40.33254412834166 58.62057664101304, 40.334582607192985 58.61603178664221, 40.33630994979853 58.61216371553341, 40.338804599840515 58.60658652001726, 40.34166919906836 58.60012468096114, 40.34407245834572 58.594737032594715, 40.3461216660331 58.590127187904955, 40.34849273880222 58.584760403944934, 40.35046684463718 58.58008200082576, 40.35304176529143 58.5739851277472, 40.35435068329071 58.57048791078226, 40.356281873781434 58.56517416020292)",POINT (40.356222669524676 58.565119148341296),POINT (40.32792 58.631248)
AZ350037 - AZ350025,AZ350037,AZ350025,1,Вторник,22,320,"81,21403682","86,27457538","83,1368809","LINESTRING (40.32783416931156 58.631253595012836, 40.32879976455692 58.62906586964605, 40.330516378326436 58.625120902217674, 40.33254412834166 58.62057664101304, 40.334582607192985 58.61603178664221, 40.33630994979853 58.61216371553341, 40.338804599840515 58.60658652001726, 40.34166919906836 58.60012468096114, 40.34407245834572 58.594737032594715, 40.3461216660331 58.590127187904955, 40.34849273880222 58.584760403944934, 40.35046684463718 58.58008200082576, 40.35304176529143 58.5739851277472, 40.35435068329071 58.57048791078226, 40.356281873781434 58.56517416020292)",POINT (40.356222669524676 58.565119148341296),POINT (40.32792 58.631248)
AZ350037 - AZ350025,AZ350037,AZ350025,1,Среда,3,320,"80,77008165","86,27146028","81,39235771","LINESTRING (40.32783416931156 58.631253595012836, 40.32879976455692 58.62906586964605, 40.330516378326436 58.625120902217674, 40.33254412834166 58.62057664101304, 40.334582607192985 58.61603178664221, 40.33630994979853 58.61216371553341, 40.338804599840515 58.60658652001726, 40.34166919906836 58.60012468096114, 40.34407245834572 58.594737032594715, 40.3461216660331 58.590127187904955, 40.34849273880222 58.584760403944934, 40.35046684463718 58.58008200082576, 40.35304176529143 58.5739851277472, 40.35435068329071 58.57048791078226, 40.356281873781434 58.56517416020292)",POINT (40.356222669524676 58.565119148341296),POINT (40.32792 58.631248)
AZ350037 - AZ350025,AZ350037,AZ350025,1,Среда,8,319,"81,13682886","86,22753224","82,50630854","LINESTRING (40.32783416931156 58.631253595012836, 40.32879976455692 58.62906586964605, 40.330516378326436 58.625120902217674, 40.33254412834166 58.62057664101304, 40.334582607192985 58.61603178664221, 40.33630994979853 58.61216371553341, 40.338804599840515 58.60658652001726, 40.34166919906836 58.60012468096114, 40.34407245834572 58.594737032594715, 40.3461216660331 58.590127187904955, 40.34849273880222 58.584760403944934, 40.35046684463718 58.58008200082576, 40.35304176529143 58.5739851277472, 40.35435068329071 58.57048791078226, 40.356281873781434 58.56517416020292)",POINT (40.356222669524676 58.565119148341296),POINT (40.32792 58.631248)
AZ350025 - AZ350037,AZ350025,AZ350037,1,Четверг,11,321,"82,64671745","86,19105957","83,06380233","LINESTRING (40.32783416931156 58.631253595012836, 40.32879976455692 58.62906586964605, 40.330516378326436 58.625120902217674, 40.33254412834166 58.62057664101304, 40.334582607192985 58.61603178664221, 40.33630994979853 58.61216371553341, 40.338804599840515 58.60658652001726, 40.34166919906836 58.60012468096114, 40.34407245834572 58.594737032594715, 40.3461216660331 58.590127187904955, 40.34849273880222 58.584760403944934, 40.35046684463718 58.58008200082576, 40.35304176529143 58.5739851277472, 40.35435068329071 58.57048791078226, 40.356281873781434 58.56517416020292)",POINT (40.32792 58.631248),POINT (40.356222669524676 58.565119148341296)
AZ350037 - AZ350025,AZ350037,AZ350025,1,Пятница,8,321,"81,45627112","86,16480805","82,04351311","LINESTRING (40.32783416931156 58.631253595012836, 40.32879976455692 58.62906586964605, 40.330516378326436 58.625120902217674, 40.33254412834166 58.62057664101304, 40.334582607192985 58.61603178664221, 40.33630994979853 58.61216371553341, 40.338804599840515 58.60658652001726, 40.34166919906836 58.60012468096114, 40.34407245834572 58.594737032594715, 40.3461216660331 58.590127187904955, 40.34849273880222 58.584760403944934, 40.35046684463718 58.58008200082576, 40.35304176529143 58.5739851277472, 40.35435068329071 58.57048791078226, 40.356281873781434 58.56517416020292)",POINT (40.356222669524676 58.565119148341296),POINT (40.32792 58.631248)
AZ350037 - AZ350025,AZ350037,AZ350025,1,Пятница,4,321,"81,67415475","86,16197372","82,95154601","LINESTRING (40.32783416931156 58.631253595012836, 40.32879976455692 58.62906586964605, 40.330516378326436 58.625120902217674, 40.33254412834166 58.62057664101304, 40.334582607192985 58.61603178664221, 40.33630994979853 58.61216371553341, 40.338804599840515 58.60658652001726, 40.34166919906836 58.60012468096114, 40.34407245834572 58.594737032594715, 40.3461216660331 58.590127187904955, 40.34849273880222 58.584760403944934, 40.35046684463718 58.58008200082576, 40.35304176529143 58.5739851277472, 40.35435068329071 58.57048791078226, 40.356281873781434 58.56517416020292)",POINT (40.356222669524676 58.565119148341296),POINT (40.32792 58.631248)
AZ350025 - AZ350037,AZ350025,AZ350037,1,Четверг,7,319,"79,04372115","86,1358376","84,0990956","LINESTRING (40.32783416931156 58.631253595012836, 40.32879976455692 58.62906586964605, 40.330516378326436 58.625120902217674, 40.33254412834166 58.62057664101304, 40.334582607192985 58.61603178664221, 40.33630994979853 58.61216371553341, 40.338804599840515 58.60658652001726, 40.34166919906836 58.60012468096114, 40.34407245834572 58.594737032594715, 40.3461216660331 58.590127187904955, 40.34849273880222 58.584760403944934, 40.35046684463718 58.58008200082576, 40.35304176529143 58.5739851277472, 40.35435068329071 58.57048791078226, 40.356281873781434 58.56517416020292)",POINT (40.32792 58.631248),POINT (40.356222669524676 58.565119148341296)
AZ350037 - AZ350025,AZ350037,AZ350025,1,Среда,4,322,"80,49683853","86,10399638","81,6961937","LINESTRING (40.32783416931156 58.631253595012836, 40.32879976455692 58.62906586964605, 40.330516378326436 58.625120902217674, 40.33254412834166 58.62057664101304, 40.334582607192985 58.61603178664221, 40.33630994979853 58.61216371553341, 40.338804599840515 58.60658652001726, 40.34166919906836 58.60012468096114, 40.34407245834572 58.594737032594715, 40.3461216660331 58.590127187904955, 40.34849273880222 58.584760403944934, 40.35046684463718 58.58008200082576, 40.35304176529143 58.5739851277472, 40.35435068329071 58.57048791078226, 40.356281873781434 58.56517416020292)",POINT (40.356222669524676 58.565119148341296),POINT (40.32792 58.631248)
AZ350037 - AZ350025,AZ350037,AZ350025,1,Четверг,7,335,"77,41784892","82,25682444","81,3393618","LINESTRING (40.32783416931156 58.631253595012836, 40.32879976455692 58.62906586964605, 40.330516378326436 58.625120902217674, 40.33254412834166 58.62057664101304, 40.334582607192985 58.61603178664221, 40.33630994979853 58.61216371553341, 40.338804599840515 58.60658652001726, 40.34166919906836 58.60012468096114, 40.34407245834572 58.594737032594715, 40.3461216660331 58.590127187904955, 40.34849273880222 58.584760403944934, 40.35046684463718 58.58008200082576, 40.35304176529143 58.5739851277472, 40.35435068329071 58.57048791078226, 40.356281873781434 58.56517416020292)",POINT (40.356222669524676 58.565119148341296),POINT (40.32792 58.631248)
AZ350037 - AZ350025,AZ350037,AZ350025,1,Вторник,21,319,"81,93598298","86,08862818","83,37082068","LINESTRING (40.32783416931156 58.631253595012836, 40.32879976455692 58.62906586964605, 40.330516378326436 58.625120902217674, 40.33254412834166 58.62057664101304, 40.334582607192985 58.61603178664221, 40.33630994979853 58.61216371553341, 40.338804599840515 58.60658652001726, 40.34166919906836 58.60012468096114, 40.34407245834572 58.594737032594715, 40.3461216660331 58.590127187904955, 40.34849273880222 58.584760403944934, 40.35046684463718 58.58008200082576, 40.35304176529143 58.5739851277472, 40.35435068329071 58.57048791078226, 40.356281873781434 58.56517416020292)",POINT (40.356222669524676 58.565119148341296),POINT (40.32792 58.631248)
AZ350025 - AZ350037,AZ350025,AZ350037,1,Среда,18,334,"80,04382365","82,25797317","81,48579025","LINESTRING (40.32783416931156 58.631253595012836, 40.32879976455692 58.62906586964605, 40.330516378326436 58.625120902217674, 40.33254412834166 58.62057664101304, 40.334582607192985 58.61603178664221, 40.33630994979853 58.61216371553341, 40.338804599840515 58.60658652001726, 40.34166919906836 58.60012468096114, 40.34407245834572 58.594737032594715, 40.3461216660331 58.590127187904955, 40.34849273880222 58.584760403944934, 40.35046684463718 58.58008200082576, 40.35304176529143 58.5739851277472, 40.35435068329071 58.57048791078226, 40.356281873781434 58.56517416020292)",POINT (40.32792 58.631248),POINT (40.356222669524676 58.565119148341296)
AZ350025 - AZ350037,AZ350025,AZ350037,1,Среда,14,321,"82,53707571","86,01041238","83,15253451","LINESTRING (40.32783416931156 58.631253595012836, 40.32879976455692 58.62906586964605, 40.330516378326436 58.625120902217674, 40.33254412834166 58.62057664101304, 40.334582607192985 58.61603178664221, 40.33630994979853 58.61216371553341, 40.338804599840515 58.60658652001726, 40.34166919906836 58.60012468096114, 40.34407245834572 58.594737032594715, 40.3461216660331 58.590127187904955, 40.34849273880222 58.584760403944934, 40.35046684463718 58.58008200082576, 40.35304176529143 58.5739851277472, 40.35435068329071 58.57048791078226, 40.356281873781434 58.56517416020292)",POINT (40.32792 58.631248),POINT (40.356222669524676 58.565119148341296)
AZ350037 - AZ350025,AZ350037,AZ350025,1,Воскресенье,5,321,"81,33924859","86,00210618","81,7172833","LINESTRING (40.32783416931156 58.631253595012836, 40.32879976455692 58.62906586964605, 40.330516378326436 58.625120902217674, 40.33254412834166 58.62057664101304, 40.334582607192985 58.61603178664221, 40.33630994979853 58.61216371553341, 40.338804599840515 58.60658652001726, 40.34166919906836 58.60012468096114, 40.34407245834572 58.594737032594715, 40.3461216660331 58.590127187904955, 40.34849273880222 58.584760403944934, 40.35046684463718 58.58008200082576, 40.35304176529143 58.5739851277472, 40.35435068329071 58.57048791078226, 40.356281873781434 58.56517416020292)",POINT (40.356222669524676 58.565119148341296),POINT (40.32792 58.631248)
AZ350037 - AZ350025,AZ350037,AZ350025,1,Воскресенье,3,299,"84,40265156","93,07480266","83,908409","LINESTRING (40.32783416931156 58.631253595012836, 40.32879976455692 58.62906586964605, 40.330516378326436 58.625120902217674, 40.33254412834166 58.62057664101304, 40.334582607192985 58.61603178664221, 40.33630994979853 58.61216371553341, 40.338804599840515 58.60658652001726, 40.34166919906836 58.60012468096114, 40.34407245834572 58.594737032594715, 40.3461216660331 58.590127187904955, 40.34849273880222 58.584760403944934, 40.35046684463718 58.58008200082576, 40.35304176529143 58.5739851277472, 40.35435068329071 58.57048791078226, 40.356281873781434 58.56517416020292)",POINT (40.356222669524676 58.565119148341296),POINT (40.32792 58.631248)
AZ350037 - AZ350025,AZ350037,AZ350025,1,Воскресенье,6,322,"80,16430154","85,90798238","82,13496304","LINESTRING (40.32783416931156 58.631253595012836, 40.32879976455692 58.62906586964605, 40.330516378326436 58.625120902217674, 40.33254412834166 58.62057664101304, 40.334582607192985 58.61603178664221, 40.33630994979853 58.61216371553341, 40.338804599840515 58.60658652001726, 40.34166919906836 58.60012468096114, 40.34407245834572 58.594737032594715, 40.3461216660331 58.590127187904955, 40.34849273880222 58.584760403944934, 40.35046684463718 58.58008200082576, 40.35304176529143 58.5739851277472, 40.35435068329071 58.57048791078226, 40.356281873781434 58.56517416020292)",POINT (40.356222669524676 58.565119148341296),POINT (40.32792 58.631248)
