"Участок","Комплекс_начало","Комплекс_конец","Пара","День недели","Час","Среднее время проезда (в секундах)","Средняя скорость на въезде","Средняя скорость на участке","Средняя скорость на выезде","geom","complex_point_start","complex_point_end"
AZ350030 - AZ350041,AZ350030,AZ350041,2,Среда,18,426,"88,64245693","92,63332186","85,16091405","LINESTRING (35.8037727288359 58.95918571101047, 35.811905186569064 58.958747872643286, 35.815789025222614 58.95853172253156, 35.82538060465987 58.958010739742214, 35.834328453933544 58.95749529154915, 35.84012202540572 58.957190452962884, 35.84266475955184 58.957057431641374, 35.84728888789351 58.956658364578395, 35.85103325167831 58.956242664802005, 35.86095742503338 58.95507313578038, 35.86525968829327 58.954590901319115, 35.867480557357595 58.954369182058606, 35.868886034881406 58.95429157997947, 35.870259325897024 58.95423614981566, 35.87214760104349 58.954180719562444, 35.87408952037029 58.95413637529549, 35.87618164340186 58.95414746134132, 35.877522747909346 58.95416963349233, 35.87906770030192 58.95421952074034, 35.880934517776296 58.95429712298219, 35.88685683528118 58.954552100534315, 35.88996819773845 58.95466850270487, 35.892704050933645 58.95476827567138, 35.896201651489015 58.95489576293171, 35.90030006686381 58.95503987840542, 35.90176991740398 58.955067592850334, 35.90419463435344 58.95509530726408, 35.90852908412151 58.955156278915084, 35.91229490557841 58.95520616473081, 35.91454796115092 58.95521170758601, 35.91732672969035 58.95518953612488, 35.91954759875468 58.95513410740942, 35.921425145065115 58.95503433549627, 35.92485837260417 58.95477381857094, 35.9299438408964 58.9543580959968, 35.93629531184362 58.953864765341955, 35.93970708171052 58.95358206705206, 35.943902056609815 58.95325502104128, 35.9508328847043 58.95270624192899, 35.95352582255523 58.95249559710545, 35.954942028915085 58.95239027421387, 35.956014912521056 58.95232375432659, 35.95727018634002 58.95225723431054, 35.95870785037199 58.952185170814566, 35.96030644694487 58.95214636733106, 35.961765568648936 58.952146367322335, 35.96324614802514 58.952174084100704, 35.9647696427456 58.95221288755291, 35.967044155990244 58.95230158099346, 35.968256514464926 58.95235701426881, 35.970756333266806 58.95256211664262, 35.972805540954155 58.95274504474538, 35.97678593913224 58.95308872523095, 35.98059467593335 58.953410229661884, 35.98303012171888 58.95362641199051, 35.985250990783214 58.953825963702286, 35.988319437896244 58.95408648780434, 35.989381592666135 58.95417517640976)",POINT (35.80364398280273 58.95922318476637),POINT (35.989277 58.954257)
AZ350041 - AZ350030,AZ350041,AZ350030,2,Суббота,20,435,"82,34600037","92,57360191","87,54679962","LINESTRING (35.8037727288359 58.95918571101047, 35.811905186569064 58.958747872643286, 35.815789025222614 58.95853172253156, 35.82538060465987 58.958010739742214, 35.834328453933544 58.95749529154915, 35.84012202540572 58.957190452962884, 35.84266475955184 58.957057431641374, 35.84728888789351 58.956658364578395, 35.85103325167831 58.956242664802005, 35.86095742503338 58.95507313578038, 35.86525968829327 58.954590901319115, 35.867480557357595 58.954369182058606, 35.868886034881406 58.95429157997947, 35.870259325897024 58.95423614981566, 35.87214760104349 58.954180719562444, 35.87408952037029 58.95413637529549, 35.87618164340186 58.95414746134132, 35.877522747909346 58.95416963349233, 35.87906770030192 58.95421952074034, 35.880934517776296 58.95429712298219, 35.88685683528118 58.954552100534315, 35.88996819773845 58.95466850270487, 35.892704050933645 58.95476827567138, 35.896201651489015 58.95489576293171, 35.90030006686381 58.95503987840542, 35.90176991740398 58.955067592850334, 35.90419463435344 58.95509530726408, 35.90852908412151 58.955156278915084, 35.91229490557841 58.95520616473081, 35.91454796115092 58.95521170758601, 35.91732672969035 58.95518953612488, 35.91954759875468 58.95513410740942, 35.921425145065115 58.95503433549627, 35.92485837260417 58.95477381857094, 35.9299438408964 58.9543580959968, 35.93629531184362 58.953864765341955, 35.93970708171052 58.95358206705206, 35.943902056609815 58.95325502104128, 35.9508328847043 58.95270624192899, 35.95352582255523 58.95249559710545, 35.954942028915085 58.95239027421387, 35.956014912521056 58.95232375432659, 35.95727018634002 58.95225723431054, 35.95870785037199 58.952185170814566, 35.96030644694487 58.95214636733106, 35.961765568648936 58.952146367322335, 35.96324614802514 58.952174084100704, 35.9647696427456 58.95221288755291, 35.967044155990244 58.95230158099346, 35.968256514464926 58.95235701426881, 35.970756333266806 58.95256211664262, 35.972805540954155 58.95274504474538, 35.97678593913224 58.95308872523095, 35.98059467593335 58.953410229661884, 35.98303012171888 58.95362641199051, 35.985250990783214 58.953825963702286, 35.988319437896244 58.95408648780434, 35.989381592666135 58.95417517640976)",POINT (35.989277 58.954257),POINT (35.80364398280273 58.95922318476637)
AZ350041 - AZ350030,AZ350041,AZ350030,2,Понедельник,19,434,"82,96563128","92,5566504","86,17524275","LINESTRING (35.8037727288359 58.95918571101047, 35.811905186569064 58.958747872643286, 35.815789025222614 58.95853172253156, 35.82538060465987 58.958010739742214, 35.834328453933544 58.95749529154915, 35.84012202540572 58.957190452962884, 35.84266475955184 58.957057431641374, 35.84728888789351 58.956658364578395, 35.85103325167831 58.956242664802005, 35.86095742503338 58.95507313578038, 35.86525968829327 58.954590901319115, 35.867480557357595 58.954369182058606, 35.868886034881406 58.95429157997947, 35.870259325897024 58.95423614981566, 35.87214760104349 58.954180719562444, 35.87408952037029 58.95413637529549, 35.87618164340186 58.95414746134132, 35.877522747909346 58.95416963349233, 35.87906770030192 58.95421952074034, 35.880934517776296 58.95429712298219, 35.88685683528118 58.954552100534315, 35.88996819773845 58.95466850270487, 35.892704050933645 58.95476827567138, 35.896201651489015 58.95489576293171, 35.90030006686381 58.95503987840542, 35.90176991740398 58.955067592850334, 35.90419463435344 58.95509530726408, 35.90852908412151 58.955156278915084, 35.91229490557841 58.95520616473081, 35.91454796115092 58.95521170758601, 35.91732672969035 58.95518953612488, 35.91954759875468 58.95513410740942, 35.921425145065115 58.95503433549627, 35.92485837260417 58.95477381857094, 35.9299438408964 58.9543580959968, 35.93629531184362 58.953864765341955, 35.93970708171052 58.95358206705206, 35.943902056609815 58.95325502104128, 35.9508328847043 58.95270624192899, 35.95352582255523 58.95249559710545, 35.954942028915085 58.95239027421387, 35.956014912521056 58.95232375432659, 35.95727018634002 58.95225723431054, 35.95870785037199 58.952185170814566, 35.96030644694487 58.95214636733106, 35.961765568648936 58.952146367322335, 35.96324614802514 58.952174084100704, 35.9647696427456 58.95221288755291, 35.967044155990244 58.95230158099346, 35.968256514464926 58.95235701426881, 35.970756333266806 58.95256211664262, 35.972805540954155 58.95274504474538, 35.97678593913224 58.95308872523095, 35.98059467593335 58.953410229661884, 35.98303012171888 58.95362641199051, 35.985250990783214 58.953825963702286, 35.988319437896244 58.95408648780434, 35.989381592666135 58.95417517640976)",POINT (35.989277 58.954257),POINT (35.80364398280273 58.95922318476637)
AZ350030 - AZ350041,AZ350030,AZ350041,2,Понедельник,20,437,"87,64912318","92,54856138","83,56745636","LINESTRING (35.8037727288359 58.95918571101047, 35.811905186569064 58.958747872643286, 35.815789025222614 58.95853172253156, 35.82538060465987 58.958010739742214, 35.834328453933544 58.95749529154915, 35.84012202540572 58.957190452962884, 35.84266475955184 58.957057431641374, 35.84728888789351 58.956658364578395, 35.85103325167831 58.956242664802005, 35.86095742503338 58.95507313578038, 35.86525968829327 58.954590901319115, 35.867480557357595 58.954369182058606, 35.868886034881406 58.95429157997947, 35.870259325897024 58.95423614981566, 35.87214760104349 58.954180719562444, 35.87408952037029 58.95413637529549, 35.87618164340186 58.95414746134132, 35.877522747909346 58.95416963349233, 35.87906770030192 58.95421952074034, 35.880934517776296 58.95429712298219, 35.88685683528118 58.954552100534315, 35.88996819773845 58.95466850270487, 35.892704050933645 58.95476827567138, 35.896201651489015 58.95489576293171, 35.90030006686381 58.95503987840542, 35.90176991740398 58.955067592850334, 35.90419463435344 58.95509530726408, 35.90852908412151 58.955156278915084, 35.91229490557841 58.95520616473081, 35.91454796115092 58.95521170758601, 35.91732672969035 58.95518953612488, 35.91954759875468 58.95513410740942, 35.921425145065115 58.95503433549627, 35.92485837260417 58.95477381857094, 35.9299438408964 58.9543580959968, 35.93629531184362 58.953864765341955, 35.93970708171052 58.95358206705206, 35.943902056609815 58.95325502104128, 35.9508328847043 58.95270624192899, 35.95352582255523 58.95249559710545, 35.954942028915085 58.95239027421387, 35.956014912521056 58.95232375432659, 35.95727018634002 58.95225723431054, 35.95870785037199 58.952185170814566, 35.96030644694487 58.95214636733106, 35.961765568648936 58.952146367322335, 35.96324614802514 58.952174084100704, 35.9647696427456 58.95221288755291, 35.967044155990244 58.95230158099346, 35.968256514464926 58.95235701426881, 35.970756333266806 58.95256211664262, 35.972805540954155 58.95274504474538, 35.97678593913224 58.95308872523095, 35.98059467593335 58.953410229661884, 35.98303012171888 58.95362641199051, 35.985250990783214 58.953825963702286, 35.988319437896244 58.95408648780434, 35.989381592666135 58.95417517640976)",POINT (35.80364398280273 58.95922318476637),POINT (35.989277 58.954257)
AZ350041 - AZ350030,AZ350041,AZ350030,2,Четверг,18,426,"82,20709215","92,52739358","87,16737561","LINESTRING (35.8037727288359 58.95918571101047, 35.811905186569064 58.958747872643286, 35.815789025222614 58.95853172253156, 35.82538060465987 58.958010739742214, 35.834328453933544 58.95749529154915, 35.84012202540572 58.957190452962884, 35.84266475955184 58.957057431641374, 35.84728888789351 58.956658364578395, 35.85103325167831 58.956242664802005, 35.86095742503338 58.95507313578038, 35.86525968829327 58.954590901319115, 35.867480557357595 58.954369182058606, 35.868886034881406 58.95429157997947, 35.870259325897024 58.95423614981566, 35.87214760104349 58.954180719562444, 35.87408952037029 58.95413637529549, 35.87618164340186 58.95414746134132, 35.877522747909346 58.95416963349233, 35.87906770030192 58.95421952074034, 35.880934517776296 58.95429712298219, 35.88685683528118 58.954552100534315, 35.88996819773845 58.95466850270487, 35.892704050933645 58.95476827567138, 35.896201651489015 58.95489576293171, 35.90030006686381 58.95503987840542, 35.90176991740398 58.955067592850334, 35.90419463435344 58.95509530726408, 35.90852908412151 58.955156278915084, 35.91229490557841 58.95520616473081, 35.91454796115092 58.95521170758601, 35.91732672969035 58.95518953612488, 35.91954759875468 58.95513410740942, 35.921425145065115 58.95503433549627, 35.92485837260417 58.95477381857094, 35.9299438408964 58.9543580959968, 35.93629531184362 58.953864765341955, 35.93970708171052 58.95358206705206, 35.943902056609815 58.95325502104128, 35.9508328847043 58.95270624192899, 35.95352582255523 58.95249559710545, 35.954942028915085 58.95239027421387, 35.956014912521056 58.95232375432659, 35.95727018634002 58.95225723431054, 35.95870785037199 58.952185170814566, 35.96030644694487 58.95214636733106, 35.961765568648936 58.952146367322335, 35.96324614802514 58.952174084100704, 35.9647696427456 58.95221288755291, 35.967044155990244 58.95230158099346, 35.968256514464926 58.95235701426881, 35.970756333266806 58.95256211664262, 35.972805540954155 58.95274504474538, 35.97678593913224 58.95308872523095, 35.98059467593335 58.953410229661884, 35.98303012171888 58.95362641199051, 35.985250990783214 58.953825963702286, 35.988319437896244 58.95408648780434, 35.989381592666135 58.95417517640976)",POINT (35.989277 58.954257),POINT (35.80364398280273 58.95922318476637)
AZ350041 - AZ350030,AZ350041,AZ350030,2,Вторник,5,425,"81,15562522","92,4620378","84,87687582","LINESTRING (35.8037727288359 58.95918571101047, 35.811905186569064 58.958747872643286, 35.815789025222614 58.95853172253156, 35.82538060465987 58.958010739742214, 35.834328453933544 58.95749529154915, 35.84012202540572 58.957190452962884, 35.84266475955184 58.957057431641374, 35.84728888789351 58.956658364578395, 35.85103325167831 58.956242664802005, 35.86095742503338 58.95507313578038, 35.86525968829327 58.954590901319115, 35.867480557357595 58.954369182058606, 35.868886034881406 58.95429157997947, 35.870259325897024 58.95423614981566, 35.87214760104349 58.954180719562444, 35.87408952037029 58.95413637529549, 35.87618164340186 58.95414746134132, 35.877522747909346 58.95416963349233, 35.87906770030192 58.95421952074034, 35.880934517776296 58.95429712298219, 35.88685683528118 58.954552100534315, 35.88996819773845 58.95466850270487, 35.892704050933645 58.95476827567138, 35.896201651489015 58.95489576293171, 35.90030006686381 58.95503987840542, 35.90176991740398 58.955067592850334, 35.90419463435344 58.95509530726408, 35.90852908412151 58.955156278915084, 35.91229490557841 58.95520616473081, 35.91454796115092 58.95521170758601, 35.91732672969035 58.95518953612488, 35.91954759875468 58.95513410740942, 35.921425145065115 58.95503433549627, 35.92485837260417 58.95477381857094, 35.9299438408964 58.9543580959968, 35.93629531184362 58.953864765341955, 35.93970708171052 58.95358206705206, 35.943902056609815 58.95325502104128, 35.9508328847043 58.95270624192899, 35.95352582255523 58.95249559710545, 35.954942028915085 58.95239027421387, 35.956014912521056 58.95232375432659, 35.95727018634002 58.95225723431054, 35.95870785037199 58.952185170814566, 35.96030644694487 58.95214636733106, 35.961765568648936 58.952146367322335, 35.96324614802514 58.952174084100704, 35.9647696427456 58.95221288755291, 35.967044155990244 58.95230158099346, 35.968256514464926 58.95235701426881, 35.970756333266806 58.95256211664262, 35.972805540954155 58.95274504474538, 35.97678593913224 58.95308872523095, 35.98059467593335 58.953410229661884, 35.98303012171888 58.95362641199051, 35.985250990783214 58.953825963702286, 35.988319437896244 58.95408648780434, 35.989381592666135 58.95417517640976)",POINT (35.989277 58.954257),POINT (35.80364398280273 58.95922318476637)
AZ350041 - AZ350030,AZ350041,AZ350030,2,Среда,2,434,"81,40673478","92,2857761","85,93346934","LINESTRING (35.8037727288359 58.95918571101047, 35.811905186569064 58.958747872643286, 35.815789025222614 58.95853172253156, 35.82538060465987 58.958010739742214, 35.834328453933544 58.95749529154915, 35.84012202540572 58.957190452962884, 35.84266475955184 58.957057431641374, 35.84728888789351 58.956658364578395, 35.85103325167831 58.956242664802005, 35.86095742503338 58.95507313578038, 35.86525968829327 58.954590901319115, 35.867480557357595 58.954369182058606, 35.868886034881406 58.95429157997947, 35.870259325897024 58.95423614981566, 35.87214760104349 58.954180719562444, 35.87408952037029 58.95413637529549, 35.87618164340186 58.95414746134132, 35.877522747909346 58.95416963349233, 35.87906770030192 58.95421952074034, 35.880934517776296 58.95429712298219, 35.88685683528118 58.954552100534315, 35.88996819773845 58.95466850270487, 35.892704050933645 58.95476827567138, 35.896201651489015 58.95489576293171, 35.90030006686381 58.95503987840542, 35.90176991740398 58.955067592850334, 35.90419463435344 58.95509530726408, 35.90852908412151 58.955156278915084, 35.91229490557841 58.95520616473081, 35.91454796115092 58.95521170758601, 35.91732672969035 58.95518953612488, 35.91954759875468 58.95513410740942, 35.921425145065115 58.95503433549627, 35.92485837260417 58.95477381857094, 35.9299438408964 58.9543580959968, 35.93629531184362 58.953864765341955, 35.93970708171052 58.95358206705206, 35.943902056609815 58.95325502104128, 35.9508328847043 58.95270624192899, 35.95352582255523 58.95249559710545, 35.954942028915085 58.95239027421387, 35.956014912521056 58.95232375432659, 35.95727018634002 58.95225723431054, 35.95870785037199 58.952185170814566, 35.96030644694487 58.95214636733106, 35.961765568648936 58.952146367322335, 35.96324614802514 58.952174084100704, 35.9647696427456 58.95221288755291, 35.967044155990244 58.95230158099346, 35.968256514464926 58.95235701426881, 35.970756333266806 58.95256211664262, 35.972805540954155 58.95274504474538, 35.97678593913224 58.95308872523095, 35.98059467593335 58.953410229661884, 35.98303012171888 58.95362641199051, 35.985250990783214 58.953825963702286, 35.988319437896244 58.95408648780434, 35.989381592666135 58.95417517640976)",POINT (35.989277 58.954257),POINT (35.80364398280273 58.95922318476637)
AZ350030 - AZ350041,AZ350030,AZ350041,2,Суббота,22,471,"88,83517892","92,26494476","86,54464286","LINESTRING (35.8037727288359 58.95918571101047, 35.811905186569064 58.958747872643286, 35.815789025222614 58.95853172253156, 35.82538060465987 58.958010739742214, 35.834328453933544 58.95749529154915, 35.84012202540572 58.957190452962884, 35.84266475955184 58.957057431641374, 35.84728888789351 58.956658364578395, 35.85103325167831 58.956242664802005, 35.86095742503338 58.95507313578038, 35.86525968829327 58.954590901319115, 35.867480557357595 58.954369182058606, 35.868886034881406 58.95429157997947, 35.870259325897024 58.95423614981566, 35.87214760104349 58.954180719562444, 35.87408952037029 58.95413637529549, 35.87618164340186 58.95414746134132, 35.877522747909346 58.95416963349233, 35.87906770030192 58.95421952074034, 35.880934517776296 58.95429712298219, 35.88685683528118 58.954552100534315, 35.88996819773845 58.95466850270487, 35.892704050933645 58.95476827567138, 35.896201651489015 58.95489576293171, 35.90030006686381 58.95503987840542, 35.90176991740398 58.955067592850334, 35.90419463435344 58.95509530726408, 35.90852908412151 58.955156278915084, 35.91229490557841 58.95520616473081, 35.91454796115092 58.95521170758601, 35.91732672969035 58.95518953612488, 35.91954759875468 58.95513410740942, 35.921425145065115 58.95503433549627, 35.92485837260417 58.95477381857094, 35.9299438408964 58.9543580959968, 35.93629531184362 58.953864765341955, 35.93970708171052 58.95358206705206, 35.943902056609815 58.95325502104128, 35.9508328847043 58.95270624192899, 35.95352582255523 58.95249559710545, 35.954942028915085 58.95239027421387, 35.956014912521056 58.95232375432659, 35.95727018634002 58.95225723431054, 35.95870785037199 58.952185170814566, 35.96030644694487 58.95214636733106, 35.961765568648936 58.952146367322335, 35.96324614802514 58.952174084100704, 35.9647696427456 58.95221288755291, 35.967044155990244 58.95230158099346, 35.968256514464926 58.95235701426881, 35.970756333266806 58.95256211664262, 35.972805540954155 58.95274504474538, 35.97678593913224 58.95308872523095, 35.98059467593335 58.953410229661884, 35.98303012171888 58.95362641199051, 35.985250990783214 58.953825963702286, 35.988319437896244 58.95408648780434, 35.989381592666135 58.95417517640976)",POINT (35.80364398280273 58.95922318476637),POINT (35.989277 58.954257)
AZ350041 - AZ350030,AZ350041,AZ350030,2,Суббота,17,438,"79,91325214","92,26423276","85,45731698","LINESTRING (35.8037727288359 58.95918571101047, 35.811905186569064 58.958747872643286, 35.815789025222614 58.95853172253156, 35.82538060465987 58.958010739742214, 35.834328453933544 58.95749529154915, 35.84012202540572 58.957190452962884, 35.84266475955184 58.957057431641374, 35.84728888789351 58.956658364578395, 35.85103325167831 58.956242664802005, 35.86095742503338 58.95507313578038, 35.86525968829327 58.954590901319115, 35.867480557357595 58.954369182058606, 35.868886034881406 58.95429157997947, 35.870259325897024 58.95423614981566, 35.87214760104349 58.954180719562444, 35.87408952037029 58.95413637529549, 35.87618164340186 58.95414746134132, 35.877522747909346 58.95416963349233, 35.87906770030192 58.95421952074034, 35.880934517776296 58.95429712298219, 35.88685683528118 58.954552100534315, 35.88996819773845 58.95466850270487, 35.892704050933645 58.95476827567138, 35.896201651489015 58.95489576293171, 35.90030006686381 58.95503987840542, 35.90176991740398 58.955067592850334, 35.90419463435344 58.95509530726408, 35.90852908412151 58.955156278915084, 35.91229490557841 58.95520616473081, 35.91454796115092 58.95521170758601, 35.91732672969035 58.95518953612488, 35.91954759875468 58.95513410740942, 35.921425145065115 58.95503433549627, 35.92485837260417 58.95477381857094, 35.9299438408964 58.9543580959968, 35.93629531184362 58.953864765341955, 35.93970708171052 58.95358206705206, 35.943902056609815 58.95325502104128, 35.9508328847043 58.95270624192899, 35.95352582255523 58.95249559710545, 35.954942028915085 58.95239027421387, 35.956014912521056 58.95232375432659, 35.95727018634002 58.95225723431054, 35.95870785037199 58.952185170814566, 35.96030644694487 58.95214636733106, 35.961765568648936 58.952146367322335, 35.96324614802514 58.952174084100704, 35.9647696427456 58.95221288755291, 35.967044155990244 58.95230158099346, 35.968256514464926 58.95235701426881, 35.970756333266806 58.95256211664262, 35.972805540954155 58.95274504474538, 35.97678593913224 58.95308872523095, 35.98059467593335 58.953410229661884, 35.98303012171888 58.95362641199051, 35.985250990783214 58.953825963702286, 35.988319437896244 58.95408648780434, 35.989381592666135 58.95417517640976)",POINT (35.989277 58.954257),POINT (35.80364398280273 58.95922318476637)
AZ350041 - AZ350030,AZ350041,AZ350030,2,Воскресенье,2,476,"82,1855551","92,23984214","88,86311069","LINESTRING (35.8037727288359 58.95918571101047, 35.811905186569064 58.958747872643286, 35.815789025222614 58.95853172253156, 35.82538060465987 58.958010739742214, 35.834328453933544 58.95749529154915, 35.84012202540572 58.957190452962884, 35.84266475955184 58.957057431641374, 35.84728888789351 58.956658364578395, 35.85103325167831 58.956242664802005, 35.86095742503338 58.95507313578038, 35.86525968829327 58.954590901319115, 35.867480557357595 58.954369182058606, 35.868886034881406 58.95429157997947, 35.870259325897024 58.95423614981566, 35.87214760104349 58.954180719562444, 35.87408952037029 58.95413637529549, 35.87618164340186 58.95414746134132, 35.877522747909346 58.95416963349233, 35.87906770030192 58.95421952074034, 35.880934517776296 58.95429712298219, 35.88685683528118 58.954552100534315, 35.88996819773845 58.95466850270487, 35.892704050933645 58.95476827567138, 35.896201651489015 58.95489576293171, 35.90030006686381 58.95503987840542, 35.90176991740398 58.955067592850334, 35.90419463435344 58.95509530726408, 35.90852908412151 58.955156278915084, 35.91229490557841 58.95520616473081, 35.91454796115092 58.95521170758601, 35.91732672969035 58.95518953612488, 35.91954759875468 58.95513410740942, 35.921425145065115 58.95503433549627, 35.92485837260417 58.95477381857094, 35.9299438408964 58.9543580959968, 35.93629531184362 58.953864765341955, 35.93970708171052 58.95358206705206, 35.943902056609815 58.95325502104128, 35.9508328847043 58.95270624192899, 35.95352582255523 58.95249559710545, 35.954942028915085 58.95239027421387, 35.956014912521056 58.95232375432659, 35.95727018634002 58.95225723431054, 35.95870785037199 58.952185170814566, 35.96030644694487 58.95214636733106, 35.961765568648936 58.952146367322335, 35.96324614802514 58.952174084100704, 35.9647696427456 58.95221288755291, 35.967044155990244 58.95230158099346, 35.968256514464926 58.95235701426881, 35.970756333266806 58.95256211664262, 35.972805540954155 58.95274504474538, 35.97678593913224 58.95308872523095, 35.98059467593335 58.953410229661884, 35.98303012171888 58.95362641199051, 35.985250990783214 58.953825963702286, 35.988319437896244 58.95408648780434, 35.989381592666135 58.95417517640976)",POINT (35.989277 58.954257),POINT (35.80364398280273 58.95922318476637)
AZ350030 - AZ350041,AZ350030,AZ350041,2,Вторник,0,429,"86,2898245","92,23911245","83,68789432","LINESTRING (35.8037727288359 58.95918571101047, 35.811905186569064 58.958747872643286, 35.815789025222614 58.95853172253156, 35.82538060465987 58.958010739742214, 35.834328453933544 58.95749529154915, 35.84012202540572 58.957190452962884, 35.84266475955184 58.957057431641374, 35.84728888789351 58.956658364578395, 35.85103325167831 58.956242664802005, 35.86095742503338 58.95507313578038, 35.86525968829327 58.954590901319115, 35.867480557357595 58.954369182058606, 35.868886034881406 58.95429157997947, 35.870259325897024 58.95423614981566, 35.87214760104349 58.954180719562444, 35.87408952037029 58.95413637529549, 35.87618164340186 58.95414746134132, 35.877522747909346 58.95416963349233, 35.87906770030192 58.95421952074034, 35.880934517776296 58.95429712298219, 35.88685683528118 58.954552100534315, 35.88996819773845 58.95466850270487, 35.892704050933645 58.95476827567138, 35.896201651489015 58.95489576293171, 35.90030006686381 58.95503987840542, 35.90176991740398 58.955067592850334, 35.90419463435344 58.95509530726408, 35.90852908412151 58.955156278915084, 35.91229490557841 58.95520616473081, 35.91454796115092 58.95521170758601, 35.91732672969035 58.95518953612488, 35.91954759875468 58.95513410740942, 35.921425145065115 58.95503433549627, 35.92485837260417 58.95477381857094, 35.9299438408964 58.9543580959968, 35.93629531184362 58.953864765341955, 35.93970708171052 58.95358206705206, 35.943902056609815 58.95325502104128, 35.9508328847043 58.95270624192899, 35.95352582255523 58.95249559710545, 35.954942028915085 58.95239027421387, 35.956014912521056 58.95232375432659, 35.95727018634002 58.95225723431054, 35.95870785037199 58.952185170814566, 35.96030644694487 58.95214636733106, 35.961765568648936 58.952146367322335, 35.96324614802514 58.952174084100704, 35.9647696427456 58.95221288755291, 35.967044155990244 58.95230158099346, 35.968256514464926 58.95235701426881, 35.970756333266806 58.95256211664262, 35.972805540954155 58.95274504474538, 35.97678593913224 58.95308872523095, 35.98059467593335 58.953410229661884, 35.98303012171888 58.95362641199051, 35.985250990783214 58.953825963702286, 35.988319437896244 58.95408648780434, 35.989381592666135 58.95417517640976)",POINT (35.80364398280273 58.95922318476637),POINT (35.989277 58.954257)
AZ350030 - AZ350041,AZ350030,AZ350041,2,Воскресенье,4,451,"87,96209282","92,23516101","84,47325587","LINESTRING (35.8037727288359 58.95918571101047, 35.811905186569064 58.958747872643286, 35.815789025222614 58.95853172253156, 35.82538060465987 58.958010739742214, 35.834328453933544 58.95749529154915, 35.84012202540572 58.957190452962884, 35.84266475955184 58.957057431641374, 35.84728888789351 58.956658364578395, 35.85103325167831 58.956242664802005, 35.86095742503338 58.95507313578038, 35.86525968829327 58.954590901319115, 35.867480557357595 58.954369182058606, 35.868886034881406 58.95429157997947, 35.870259325897024 58.95423614981566, 35.87214760104349 58.954180719562444, 35.87408952037029 58.95413637529549, 35.87618164340186 58.95414746134132, 35.877522747909346 58.95416963349233, 35.87906770030192 58.95421952074034, 35.880934517776296 58.95429712298219, 35.88685683528118 58.954552100534315, 35.88996819773845 58.95466850270487, 35.892704050933645 58.95476827567138, 35.896201651489015 58.95489576293171, 35.90030006686381 58.95503987840542, 35.90176991740398 58.955067592850334, 35.90419463435344 58.95509530726408, 35.90852908412151 58.955156278915084, 35.91229490557841 58.95520616473081, 35.91454796115092 58.95521170758601, 35.91732672969035 58.95518953612488, 35.91954759875468 58.95513410740942, 35.921425145065115 58.95503433549627, 35.92485837260417 58.95477381857094, 35.9299438408964 58.9543580959968, 35.93629531184362 58.953864765341955, 35.93970708171052 58.95358206705206, 35.943902056609815 58.95325502104128, 35.9508328847043 58.95270624192899, 35.95352582255523 58.95249559710545, 35.954942028915085 58.95239027421387, 35.956014912521056 58.95232375432659, 35.95727018634002 58.95225723431054, 35.95870785037199 58.952185170814566, 35.96030644694487 58.95214636733106, 35.961765568648936 58.952146367322335, 35.96324614802514 58.952174084100704, 35.9647696427456 58.95221288755291, 35.967044155990244 58.95230158099346, 35.968256514464926 58.95235701426881, 35.970756333266806 58.95256211664262, 35.972805540954155 58.95274504474538, 35.97678593913224 58.95308872523095, 35.98059467593335 58.953410229661884, 35.98303012171888 58.95362641199051, 35.985250990783214 58.953825963702286, 35.988319437896244 58.95408648780434, 35.989381592666135 58.95417517640976)",POINT (35.80364398280273 58.95922318476637),POINT (35.989277 58.954257)
